"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,55750949.012692,0,12,0,0,yes,1.000000
19,,205595432.137848,311724368.429120,0,16,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,583798002.527764,0,25,0,0,yes,1.000000
16,,296351780.189224,419565160.479552,0,12,0,0,yes,1.000000
15,,26205526.782636,36594970.216054,0,5,0,0,yes,1.000000
14,,12003992.311404,18299828.612912,0,6,0,0,yes,1.000000
13,,17863544.902068,21659210.222492,0,6,0,0,yes,1.000000
12,,705066430.688418,759020056.339429,0,15,0,0,yes,1.000000
11,,1003817025.933365,1165623968.802767,0,16,0,0,yes,1.000000
10,,1102896837.645510,1564918909.356748,0,17,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,3168021605.396474,0,29,0,0,yes,1.000000
7,,752792545.536678,762988120.811191,0,10,0,0,yes,1.000000
6,,566484374.762822,836545939.353839,0,11,0,0,yes,1.000000
5,,1003389069.255157,1149873525.249884,0,13,0,0,yes,1.000000
4,,290422897.200464,362132155.473649,0,10,0,0,yes,1.000000
3,,1493331560.256336,1506951688.955101,0,17,0,0,yes,1.000000
2,,426394164.332597,581944133.161806,0,7,0,0,yes,1.000000
1,,222112856.130479,247101012.468462,0,6,0,0,yes,1.000000
