"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,122544897.653943,0,13,0,0,yes,1.000000
19,,205595432.137848,309462945.667789,0,17,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,557227968.733482,0,20,0,0,yes,1.000000
16,,296351780.189224,566035317.343253,0,18,0,0,yes,1.000000
15,,26205526.782636,34553298.540446,0,5,0,0,yes,1.000000
14,,12003992.311404,26314697.189092,0,5,0,0,yes,1.000000
13,,17863544.902068,18335798.008226,0,4,0,0,yes,1.000000
12,,705066430.688418,711617547.585318,0,12,0,0,yes,1.000000
11,,1003817025.933365,1107276068.845163,0,15,0,0,yes,1.000000
10,,1102896837.645510,1877284672.317258,0,19,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2690107691.643854,0,25,0,0,yes,1.000000
7,,752792545.536678,776054010.319898,0,9,0,0,yes,1.000000
6,,566484374.762822,784093176.392877,0,10,0,0,yes,1.000000
5,,1003389069.255157,1201745490.316698,0,11,0,0,yes,1.000000
4,,290422897.200464,490130237.102347,0,13,0,0,yes,1.000000
3,,1493331560.256336,1497250276.246509,0,18,0,0,yes,1.000000
2,,426394164.332597,493036158.374050,0,7,0,0,yes,1.000000
1,,222112856.130479,236361713.532502,0,7,0,0,yes,1.000000
