"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,126827366.852096,0,12,0,0,yes,1.000000
19,,205595432.137848,335476869.539577,0,18,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,904455612.449765,0,31,0,0,yes,1.000000
16,,296351780.189224,451283192.571094,0,15,0,0,yes,1.000000
15,,26205526.782636,42091275.305288,0,8,0,0,yes,1.000000
14,,12003992.311404,27595893.967547,0,7,0,0,yes,1.000000
13,,17863544.902068,23949340.870730,0,5,0,0,yes,1.000000
12,,705066430.688418,707452577.942982,0,11,0,0,yes,1.000000
11,,1003817025.933365,1162458159.099071,0,19,0,0,yes,1.000000
10,,1102896837.645510,1776501246.271197,0,17,0,0,yes,1.000000
9,,12125270.957123,23748147.785488,0,6,0,0,yes,1.000000
8,,2340142025.314821,3825445715.363444,0,39,0,0,yes,1.000000
7,,752792545.536678,903283360.919769,0,10,0,0,yes,1.000000
6,,566484374.762822,1157287454.865275,0,15,0,0,yes,1.000000
5,,1003389069.255157,1009776863.848341,0,10,0,0,yes,1.000000
4,,290422897.200464,527008670.681614,0,13,0,0,yes,1.000000
3,,1493331560.256336,1560800591.015232,0,20,0,0,yes,1.000000
2,,426394164.332597,582402264.643217,0,6,0,0,yes,1.000000
1,,222112856.130479,241143500.828496,0,8,0,0,yes,1.000000
