"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,58052654.140744,0,8,0,0,yes,1.000000
19,,205595432.137848,443992697.785345,0,20,0,0,yes,1.000000
18,,6912402.709697,27486471.071823,0,2,0,0,yes,1.000000
17,,454391920.707954,707504101.776594,0,23,0,0,yes,1.000000
16,,296351780.189224,372867372.095127,0,15,0,0,yes,1.000000
15,,26205526.782636,48564915.497410,0,10,0,0,yes,1.000000
14,,12003992.311404,29050367.052890,0,7,0,0,yes,1.000000
13,,17863544.902068,24287435.553897,0,5,0,0,yes,1.000000
12,,705066430.688418,723231029.122030,0,10,0,0,yes,1.000000
11,,1003817025.933365,1055249027.883586,0,17,0,0,yes,1.000000
10,,1102896837.645510,2231358400.527386,0,22,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2712925260.055108,0,25,0,0,yes,1.000000
7,,752792545.536678,755836786.640050,0,8,0,0,yes,1.000000
6,,566484374.762822,761896093.376310,0,12,0,0,yes,1.000000
5,,1003389069.255157,1155697973.681307,0,12,0,0,yes,1.000000
4,,290422897.200464,649622720.480181,0,12,0,0,yes,1.000000
3,,1493331560.256336,1525734311.712213,0,20,0,0,yes,1.000000
2,,426394164.332597,582000240.224475,0,7,0,0,yes,1.000000
1,,222112856.130479,257637396.923990,0,6,0,0,yes,1.000000
