"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,49515516.699015,0,9,0,0,yes,1.000000
19,,205595432.137848,316884828.392668,0,17,0,0,yes,1.000000
18,,6912402.709697,29070686.284932,0,3,0,0,yes,1.000000
17,,454391920.707954,816493035.925256,0,23,0,0,yes,1.000000
16,,296351780.189224,442701150.747141,0,13,0,0,yes,1.000000
15,,26205526.782636,39125764.211095,0,5,0,0,yes,1.000000
14,,12003992.311404,16375729.306581,0,6,0,0,yes,1.000000
13,,17863544.902068,20111394.195773,0,6,0,0,yes,1.000000
12,,705066430.688418,710223170.351218,0,12,0,0,yes,1.000000
11,,1003817025.933365,1014096581.537687,0,17,0,0,yes,1.000000
10,,1102896837.645510,1442479116.418050,0,15,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2397101867.344170,0,26,0,0,yes,1.000000
7,,752792545.536678,763475501.503882,0,8,0,0,yes,1.000000
6,,566484374.762822,987424693.061245,0,12,0,0,yes,1.000000
5,,1003389069.255157,1129994228.182688,0,12,0,0,yes,1.000000
4,,290422897.200464,524821780.342499,0,13,0,0,yes,1.000000
3,,1493331560.256336,1573067761.785326,0,17,0,0,yes,1.000000
2,,426394164.332597,590165524.739002,0,9,0,0,yes,1.000000
1,,222112856.130479,256886588.064078,0,7,0,0,yes,1.000000
