"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,50697095.259150,0,12,0,0,yes,1.000000
19,,205595432.137848,359906646.568359,0,17,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,521157938.706992,0,23,0,0,yes,1.000000
16,,296351780.189224,322225393.469969,0,11,0,0,yes,1.000000
15,,26205526.782636,43797584.283433,0,4,0,0,yes,1.000000
14,,12003992.311404,21588280.764641,0,6,0,0,yes,1.000000
13,,17863544.902068,27325890.663277,0,6,0,0,yes,1.000000
12,,705066430.688418,728369204.980612,0,14,0,0,yes,1.000000
11,,1003817025.933365,1180288572.450087,0,17,0,0,yes,1.000000
10,,1102896837.645510,2670593592.068049,0,26,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2369052335.181922,0,23,0,0,yes,1.000000
7,,752792545.536678,764767727.058868,0,9,0,0,yes,1.000000
6,,566484374.762822,744028059.267093,0,10,0,0,yes,1.000000
5,,1003389069.255157,1325393097.158725,0,14,0,0,yes,1.000000
4,,290422897.200464,337527758.186775,0,9,0,0,yes,1.000000
3,,1493331560.256336,1512138049.882258,0,20,0,0,yes,1.000000
2,,426394164.332597,588198328.234516,0,8,0,0,yes,1.000000
1,,222112856.130479,231589996.867726,0,6,0,0,yes,1.000000
