"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,48333236.677987,0,9,0,0,yes,1.000000
19,,205595432.137848,366546069.461922,0,16,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,521783950.151127,0,23,0,0,yes,1.000000
16,,296351780.189224,485005831.703241,0,17,0,0,yes,1.000000
15,,26205526.782636,42741559.025925,0,8,0,0,yes,1.000000
14,,12003992.311404,23240134.080066,0,4,0,0,yes,1.000000
13,,17863544.902068,21098618.843099,0,4,0,0,yes,1.000000
12,,705066430.688418,718758755.957084,0,10,0,0,yes,1.000000
11,,1003817025.933365,1230178686.868101,0,15,0,0,yes,1.000000
10,,1102896837.645510,1362222428.959019,0,15,0,0,yes,1.000000
9,,12125270.957123,24379581.411644,0,7,0,0,yes,1.000000
8,,2340142025.314821,3725409865.457572,0,32,0,0,yes,1.000000
7,,752792545.536678,787613524.163836,0,8,0,0,yes,1.000000
6,,566484374.762822,863459504.792660,0,13,0,0,yes,1.000000
5,,1003389069.255157,1019566099.897695,0,11,0,0,yes,1.000000
4,,290422897.200464,899508889.875710,0,15,0,0,yes,1.000000
3,,1493331560.256336,1569190968.891172,0,18,0,0,yes,1.000000
2,,426394164.332597,513355413.781387,0,7,0,0,yes,1.000000
1,,222112856.130479,266609703.124342,0,6,0,0,yes,1.000000
