"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,107409546.457050,0,16,0,0,yes,1.000000
19,,205595432.137848,263281685.626876,0,11,0,0,yes,1.000000
18,,6912402.709697,27486471.071823,0,2,0,0,yes,1.000000
17,,454391920.707954,674962447.817995,0,27,0,0,yes,1.000000
16,,296351780.189224,443839216.004594,0,12,0,0,yes,1.000000
15,,26205526.782636,37224301.236334,0,5,0,0,yes,1.000000
14,,12003992.311404,22304118.081382,0,7,0,0,yes,1.000000
13,,17863544.902068,18422943.745506,0,5,0,0,yes,1.000000
12,,705066430.688418,721518986.153444,0,12,0,0,yes,1.000000
11,,1003817025.933365,1885842687.989040,0,23,0,0,yes,1.000000
10,,1102896837.645510,1140133996.267159,0,13,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2956803545.607315,0,30,0,0,yes,1.000000
7,,752792545.536678,894895876.933989,0,9,0,0,yes,1.000000
6,,566484374.762822,745189095.242039,0,11,0,0,yes,1.000000
5,,1003389069.255157,1074194830.957315,0,12,0,0,yes,1.000000
4,,290422897.200464,470467433.861440,0,8,0,0,yes,1.000000
3,,1493331560.256336,1520586087.330655,0,21,0,0,yes,1.000000
2,,426394164.332597,609584975.546930,0,9,0,0,yes,1.000000
1,,222112856.130479,274728371.692326,0,8,0,0,yes,1.000000
