"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,81562506.144082,0,9,0,0,yes,1.000000
19,,205595432.137848,368562412.859245,0,17,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,667593997.130383,0,20,0,0,yes,1.000000
16,,296351780.189224,389722557.392811,0,16,0,0,yes,1.000000
15,,26205526.782636,50071239.397085,0,9,0,0,yes,1.000000
14,,12003992.311404,20937087.820529,0,7,0,0,yes,1.000000
13,,17863544.902068,23270810.370311,0,6,0,0,yes,1.000000
12,,705066430.688418,709863089.599120,0,10,0,0,yes,1.000000
11,,1003817025.933365,1377882860.440617,0,23,0,0,yes,1.000000
10,,1102896837.645510,1805894665.636430,0,17,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2832191623.774965,0,26,0,0,yes,1.000000
7,,752792545.536678,794182302.521640,0,8,0,0,yes,1.000000
6,,566484374.762822,813709747.719232,0,11,0,0,yes,1.000000
5,,1003389069.255157,1640394582.308381,0,17,0,0,yes,1.000000
4,,290422897.200464,389565798.907395,0,9,0,0,yes,1.000000
3,,1493331560.256336,1515354404.567957,0,17,0,0,yes,1.000000
2,,426394164.332597,531330589.267688,0,6,0,0,yes,1.000000
1,,222112856.130479,248806959.764778,0,6,0,0,yes,1.000000
