"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,104336710.734052,0,13,0,0,yes,1.000000
19,,205595432.137848,334962468.991155,0,15,0,0,yes,1.000000
18,,6912402.709697,16266129.690893,0,2,0,0,yes,1.000000
17,,454391920.707954,794293147.728149,0,30,0,0,yes,1.000000
16,,296351780.189224,490370355.863953,0,14,0,0,yes,1.000000
15,,26205526.782636,46538906.846314,0,5,0,0,yes,1.000000
14,,12003992.311404,18250584.897530,0,6,0,0,yes,1.000000
13,,17863544.902068,34125928.916492,0,6,0,0,yes,1.000000
12,,705066430.688418,707565075.643685,0,13,0,0,yes,1.000000
11,,1003817025.933365,1197358580.031020,0,20,0,0,yes,1.000000
10,,1102896837.645510,1111394290.859862,0,12,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,3567691395.026389,0,35,0,0,yes,1.000000
7,,752792545.536678,775766327.453959,0,7,0,0,yes,1.000000
6,,566484374.762822,809429190.691777,0,12,0,0,yes,1.000000
5,,1003389069.255157,1009042346.371351,0,9,0,0,yes,1.000000
4,,290422897.200464,461948198.213144,0,9,0,0,yes,1.000000
3,,1493331560.256336,1498391874.260453,0,23,0,0,yes,1.000000
2,,426394164.332597,704619574.110297,0,9,0,0,yes,1.000000
1,,222112856.130479,222951131.233341,0,6,0,0,yes,1.000000
