"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,71185278.541576,0,13,0,0,yes,1.000000
19,,205595432.137848,247174876.449854,0,11,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,851943121.067623,0,33,0,0,yes,1.000000
16,,296351780.189224,420562285.576518,0,10,0,0,yes,1.000000
15,,26205526.782636,42092018.075708,0,8,0,0,yes,1.000000
14,,12003992.311404,35098647.074188,0,6,0,0,yes,1.000000
13,,17863544.902068,20197342.263701,0,4,0,0,yes,1.000000
12,,705066430.688418,705395192.524012,0,12,0,0,yes,1.000000
11,,1003817025.933365,1084163593.067325,0,17,0,0,yes,1.000000
10,,1102896837.645510,1186014783.430094,0,10,0,0,yes,1.000000
9,,12125270.957123,13407919.260826,0,3,0,0,yes,1.000000
8,,2340142025.314821,4036178425.451202,0,37,0,0,yes,1.000000
7,,752792545.536678,846538460.461277,0,9,0,0,yes,1.000000
6,,566484374.762822,746878084.617759,0,9,0,0,yes,1.000000
5,,1003389069.255157,1142661828.647413,0,11,0,0,yes,1.000000
4,,290422897.200464,668623877.137265,0,10,0,0,yes,1.000000
3,,1493331560.256336,1563308944.515938,0,20,0,0,yes,1.000000
2,,426394164.332597,432513363.201623,0,4,0,0,yes,1.000000
1,,222112856.130479,261467789.884983,0,5,0,0,yes,1.000000
