"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,104522641.326909,0,11,0,0,yes,1.000000
19,,205595432.137848,401517453.340790,0,20,0,0,yes,1.000000
18,,6912402.709697,29618281.694326,0,4,0,0,yes,1.000000
17,,454391920.707954,459341343.368323,0,21,0,0,yes,1.000000
16,,296351780.189224,472761901.039246,0,15,0,0,yes,1.000000
15,,26205526.782636,35359195.444870,0,4,0,0,yes,1.000000
14,,12003992.311404,19262321.161713,0,6,0,0,yes,1.000000
13,,17863544.902068,22802241.395237,0,3,0,0,yes,1.000000
12,,705066430.688418,729250461.834433,0,10,0,0,yes,1.000000
11,,1003817025.933365,1028722819.601800,0,15,0,0,yes,1.000000
10,,1102896837.645510,1999536750.260465,0,19,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2828411432.993867,0,28,0,0,yes,1.000000
7,,752792545.536678,773688042.572232,0,7,0,0,yes,1.000000
6,,566484374.762822,654050782.195940,0,8,0,0,yes,1.000000
5,,1003389069.255157,1074604352.146354,0,9,0,0,yes,1.000000
4,,290422897.200464,524754790.982682,0,11,0,0,yes,1.000000
3,,1493331560.256336,1553444891.285647,0,19,0,0,yes,1.000000
2,,426394164.332597,448748273.787072,0,8,0,0,yes,1.000000
1,,222112856.130479,233378318.579688,0,5,0,0,yes,1.000000
