"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,77061086.705373,0,11,0,0,yes,1.000000
19,,205595432.137848,318080007.251317,0,15,0,0,yes,1.000000
18,,6912402.709697,15185179.406914,0,1,0,0,yes,1.000000
17,,454391920.707954,859305934.324719,0,27,0,0,yes,1.000000
16,,296351780.189224,520457685.994604,0,15,0,0,yes,1.000000
15,,26205526.782636,53108525.509374,0,6,0,0,yes,1.000000
14,,12003992.311404,35565102.403533,0,6,0,0,yes,1.000000
13,,17863544.902068,21771345.777893,0,4,0,0,yes,1.000000
12,,705066430.688418,714201303.858498,0,12,0,0,yes,1.000000
11,,1003817025.933365,1066253291.733667,0,16,0,0,yes,1.000000
10,,1102896837.645510,2121522078.344183,0,22,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2741892632.386595,0,30,0,0,yes,1.000000
7,,752792545.536678,816237686.557724,0,7,0,0,yes,1.000000
6,,566484374.762822,1173396302.952456,0,14,0,0,yes,1.000000
5,,1003389069.255157,1140759229.029494,0,11,0,0,yes,1.000000
4,,290422897.200464,399158967.139186,0,11,0,0,yes,1.000000
3,,1493331560.256336,1543236508.824526,0,19,0,0,yes,1.000000
2,,426394164.332597,486781963.301340,0,6,0,0,yes,1.000000
1,,222112856.130479,247682475.680428,0,7,0,0,yes,1.000000
