"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,103539993.783825,0,15,0,0,yes,1.000000
19,,205595432.137848,348315412.194812,0,18,0,0,yes,1.000000
18,,6912402.709697,29070686.284932,0,3,0,0,yes,1.000000
17,,454391920.707954,561558966.524140,0,21,0,0,yes,1.000000
16,,296351780.189224,498508392.631809,0,17,0,0,yes,1.000000
15,,26205526.782636,49094961.748141,0,7,0,0,yes,1.000000
14,,12003992.311404,13043729.621608,0,7,0,0,yes,1.000000
13,,17863544.902068,25617661.678780,0,4,0,0,yes,1.000000
12,,705066430.688418,727325719.921792,0,11,0,0,yes,1.000000
11,,1003817025.933365,1258454151.961266,0,22,0,0,yes,1.000000
10,,1102896837.645510,1169203881.080124,0,12,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,3164752713.720709,0,29,0,0,yes,1.000000
7,,752792545.536678,892874859.615087,0,9,0,0,yes,1.000000
6,,566484374.762822,1145497519.612713,0,14,0,0,yes,1.000000
5,,1003389069.255157,1119624694.289419,0,12,0,0,yes,1.000000
4,,290422897.200464,917593351.560905,0,15,0,0,yes,1.000000
3,,1493331560.256336,1542922825.588047,0,20,0,0,yes,1.000000
2,,426394164.332597,728326023.486449,0,9,0,0,yes,1.000000
1,,222112856.130479,256237024.065664,0,6,0,0,yes,1.000000
