"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,53710648.783972,0,8,0,0,yes,1.000000
19,,205595432.137848,490432177.211253,0,23,0,0,yes,1.000000
18,,6912402.709697,30121546.623455,0,4,0,0,yes,1.000000
17,,454391920.707954,592820628.847096,0,20,0,0,yes,1.000000
16,,296351780.189224,411532353.961916,0,15,0,0,yes,1.000000
15,,26205526.782636,33281936.564561,0,6,0,0,yes,1.000000
14,,12003992.311404,26986683.989283,0,7,0,0,yes,1.000000
13,,17863544.902068,18335798.008226,0,4,0,0,yes,1.000000
12,,705066430.688418,723052324.360651,0,11,0,0,yes,1.000000
11,,1003817025.933365,1039653603.208194,0,21,0,0,yes,1.000000
10,,1102896837.645510,1233979982.733341,0,13,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2355394128.386413,0,24,0,0,yes,1.000000
7,,752792545.536678,779169636.112045,0,10,0,0,yes,1.000000
6,,566484374.762822,644438874.330598,0,10,0,0,yes,1.000000
5,,1003389069.255157,1417234132.137839,0,15,0,0,yes,1.000000
4,,290422897.200464,497015706.561264,0,12,0,0,yes,1.000000
3,,1493331560.256336,1501589720.267793,0,19,0,0,yes,1.000000
2,,426394164.332597,702652377.605811,0,8,0,0,yes,1.000000
1,,222112856.130479,227235618.294117,0,7,0,0,yes,1.000000
