"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,72782206.770115,0,6,0,0,yes,1.000000
19,,205595432.137848,430840220.937410,0,21,0,0,yes,1.000000
18,,6912402.709697,30544244.651211,0,3,0,0,yes,1.000000
17,,454391920.707954,556956818.431564,0,19,0,0,yes,1.000000
16,,296351780.189224,424683275.259046,0,14,0,0,yes,1.000000
15,,26205526.782636,35168792.075295,0,7,0,0,yes,1.000000
14,,12003992.311404,14049966.594663,0,5,0,0,yes,1.000000
13,,17863544.902068,19515755.858928,0,4,0,0,yes,1.000000
12,,705066430.688418,705374324.349103,0,12,0,0,yes,1.000000
11,,1003817025.933365,1007423695.583177,0,17,0,0,yes,1.000000
10,,1102896837.645510,1820545450.204478,0,20,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2459517654.772473,0,23,0,0,yes,1.000000
7,,752792545.536678,764144775.800946,0,8,0,0,yes,1.000000
6,,566484374.762822,572171906.614575,0,10,0,0,yes,1.000000
5,,1003389069.255157,1165929926.659747,0,12,0,0,yes,1.000000
4,,290422897.200464,462703323.087312,0,10,0,0,yes,1.000000
3,,1493331560.256336,1494312597.882929,0,18,0,0,yes,1.000000
2,,426394164.332597,444461275.218848,0,8,0,0,yes,1.000000
1,,222112856.130479,226253502.412533,0,5,0,0,yes,1.000000
