"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,52290038.234292,0,10,0,0,yes,1.000000
19,,205595432.137848,382350341.958463,0,18,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,710801028.759304,0,22,0,0,yes,1.000000
16,,296351780.189224,530260845.949674,0,14,0,0,yes,1.000000
15,,26205526.782636,37292887.618074,0,5,0,0,yes,1.000000
14,,12003992.311404,13250527.478780,0,5,0,0,yes,1.000000
13,,17863544.902068,17970311.472138,0,4,0,0,yes,1.000000
12,,705066430.688418,712315128.070708,0,11,0,0,yes,1.000000
11,,1003817025.933365,1670951511.193734,0,23,0,0,yes,1.000000
10,,1102896837.645510,1731640461.657185,0,18,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,3042625252.167294,0,28,0,0,yes,1.000000
7,,752792545.536678,833503081.402090,0,8,0,0,yes,1.000000
6,,566484374.762822,591781996.419954,0,8,0,0,yes,1.000000
5,,1003389069.255157,1006989635.885536,0,13,0,0,yes,1.000000
4,,290422897.200464,390320923.781563,0,10,0,0,yes,1.000000
3,,1493331560.256336,1506638050.243500,0,17,0,0,yes,1.000000
2,,426394164.332597,450715470.291558,0,9,0,0,yes,1.000000
1,,222112856.130479,236452549.348389,0,6,0,0,yes,1.000000
