"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,117146577.041015,0,14,0,0,yes,1.000000
19,,205595432.137848,292565296.870724,0,15,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,957559849.121450,0,30,0,0,yes,1.000000
16,,296351780.189224,397596407.155751,0,11,0,0,yes,1.000000
15,,26205526.782636,28292472.623690,0,8,0,0,yes,1.000000
14,,12003992.311404,30768108.155299,0,7,0,0,yes,1.000000
13,,17863544.902068,19074693.500454,0,3,0,0,yes,1.000000
12,,705066430.688418,730815959.777560,0,10,0,0,yes,1.000000
11,,1003817025.933365,1067416261.816693,0,17,0,0,yes,1.000000
10,,1102896837.645510,1169762455.122085,0,13,0,0,yes,1.000000
9,,12125270.957123,25443050.611482,0,5,0,0,yes,1.000000
8,,2340142025.314821,4208312155.485163,0,39,0,0,yes,1.000000
7,,752792545.536678,782412260.284988,0,10,0,0,yes,1.000000
6,,566484374.762822,738708043.225467,0,11,0,0,yes,1.000000
5,,1003389069.255157,1078749395.832988,0,10,0,0,yes,1.000000
4,,290422897.200464,574575116.525127,0,10,0,0,yes,1.000000
3,,1493331560.256336,1612162429.993805,0,21,0,0,yes,1.000000
2,,426394164.332597,498460757.741418,0,5,0,0,yes,1.000000
1,,222112856.130479,265767293.617093,0,7,0,0,yes,1.000000
