"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,135219629.259612,0,17,0,0,yes,1.000000
19,,205595432.137848,220330323.783842,0,11,0,0,yes,1.000000
18,,6912402.709697,29070686.284932,0,3,0,0,yes,1.000000
17,,454391920.707954,581445936.271903,0,26,0,0,yes,1.000000
16,,296351780.189224,318561407.570120,0,12,0,0,yes,1.000000
15,,26205526.782636,38168410.632988,0,5,0,0,yes,1.000000
14,,12003992.311404,18359217.623339,0,6,0,0,yes,1.000000
13,,17863544.902068,19588623.232652,0,3,0,0,yes,1.000000
12,,705066430.688418,739651798.235341,0,10,0,0,yes,1.000000
11,,1003817025.933365,1272820306.764405,0,20,0,0,yes,1.000000
10,,1102896837.645510,1306154140.714033,0,12,0,0,yes,1.000000
9,,12125270.957123,17204971.283829,0,3,0,0,yes,1.000000
8,,2340142025.314821,3428674382.723230,0,31,0,0,yes,1.000000
7,,752792545.536678,803407746.256919,0,11,0,0,yes,1.000000
6,,566484374.762822,616850666.824745,0,7,0,0,yes,1.000000
5,,1003389069.255157,1049579604.400315,0,11,0,0,yes,1.000000
4,,290422897.200464,352362221.147266,0,5,0,0,yes,1.000000
3,,1493331560.256336,1494466610.390095,0,19,0,0,yes,1.000000
2,,426394164.332597,464111240.469936,0,4,0,0,yes,1.000000
1,,222112856.130479,223021872.401527,0,5,0,0,yes,1.000000
