"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,65739196.678358,0,12,0,0,yes,1.000000
19,,205595432.137848,302374978.554665,0,15,0,0,yes,1.000000
18,,6912402.709697,15185179.406914,0,1,0,0,yes,1.000000
17,,454391920.707954,581566188.280804,0,27,0,0,yes,1.000000
16,,296351780.189224,336731358.954610,0,10,0,0,yes,1.000000
15,,26205526.782636,39255124.669209,0,5,0,0,yes,1.000000
14,,12003992.311404,20647286.944165,0,8,0,0,yes,1.000000
13,,17863544.902068,22491962.318982,0,5,0,0,yes,1.000000
12,,705066430.688418,706158636.666731,0,12,0,0,yes,1.000000
11,,1003817025.933365,1346407704.077321,0,20,0,0,yes,1.000000
10,,1102896837.645510,2780953643.319313,0,24,0,0,yes,1.000000
9,,12125270.957123,23433808.601102,0,5,0,0,yes,1.000000
8,,2340142025.314821,3829744823.613436,0,35,0,0,yes,1.000000
7,,752792545.536678,764945215.654797,0,6,0,0,yes,1.000000
6,,566484374.762822,618827909.409283,0,9,0,0,yes,1.000000
5,,1003389069.255157,1054033768.625377,0,10,0,0,yes,1.000000
4,,290422897.200464,342250290.457394,0,9,0,0,yes,1.000000
3,,1493331560.256336,1500432648.022900,0,15,0,0,yes,1.000000
2,,426394164.332597,444117434.048990,0,5,0,0,yes,1.000000
1,,222112856.130479,298202325.841625,0,7,0,0,yes,1.000000
