"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,75927566.384951,0,13,0,0,yes,1.000000
19,,205595432.137848,231329229.643079,0,15,0,0,yes,1.000000
18,,6912402.709697,33179320.202843,0,5,0,0,yes,1.000000
17,,454391920.707954,693827268.295548,0,26,0,0,yes,1.000000
16,,296351780.189224,310271569.040910,0,10,0,0,yes,1.000000
15,,26205526.782636,47378766.434434,0,6,0,0,yes,1.000000
14,,12003992.311404,18668770.549631,0,6,0,0,yes,1.000000
13,,17863544.902068,25617661.678780,0,4,0,0,yes,1.000000
12,,705066430.688418,724530587.831546,0,11,0,0,yes,1.000000
11,,1003817025.933365,1067428976.008092,0,20,0,0,yes,1.000000
10,,1102896837.645510,1300720348.136628,0,13,0,0,yes,1.000000
9,,12125270.957123,29656686.782476,0,5,0,0,yes,1.000000
8,,2340142025.314821,3370241801.638833,0,32,0,0,yes,1.000000
7,,752792545.536678,764478214.757023,0,8,0,0,yes,1.000000
6,,566484374.762822,867143241.633479,0,11,0,0,yes,1.000000
5,,1003389069.255157,1092770778.495620,0,10,0,0,yes,1.000000
4,,290422897.200464,572397099.671957,0,9,0,0,yes,1.000000
3,,1493331560.256336,1504616463.452611,0,20,0,0,yes,1.000000
2,,426394164.332597,588198328.234516,0,8,0,0,yes,1.000000
1,,222112856.130479,254574198.438596,0,6,0,0,yes,1.000000
