"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,76393172.631733,0,12,0,0,yes,1.000000
19,,205595432.137848,274243913.877085,0,13,0,0,yes,1.000000
18,,6912402.709697,30121546.623455,0,4,0,0,yes,1.000000
17,,454391920.707954,663349021.112922,0,23,0,0,yes,1.000000
16,,296351780.189224,597156883.886094,0,14,0,0,yes,1.000000
15,,26205526.782636,35907072.931199,0,5,0,0,yes,1.000000
14,,12003992.311404,18965175.653270,0,8,0,0,yes,1.000000
13,,17863544.902068,18386384.263466,0,3,0,0,yes,1.000000
12,,705066430.688418,708563266.003098,0,12,0,0,yes,1.000000
11,,1003817025.933365,1493913755.405634,0,20,0,0,yes,1.000000
10,,1102896837.645510,1167917323.599316,0,13,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2436450195.257141,0,26,0,0,yes,1.000000
7,,752792545.536678,761530496.562710,0,8,0,0,yes,1.000000
6,,566484374.762822,654235757.897444,0,10,0,0,yes,1.000000
5,,1003389069.255157,1141402244.486547,0,13,0,0,yes,1.000000
4,,290422897.200464,548361465.639138,0,10,0,0,yes,1.000000
3,,1493331560.256336,1522741046.108999,0,21,0,0,yes,1.000000
2,,426394164.332597,582000240.224475,0,7,0,0,yes,1.000000
1,,222112856.130479,225948254.278802,0,5,0,0,yes,1.000000
