"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,52964696.599811,0,9,0,0,yes,1.000000
19,,205595432.137848,304838919.019651,0,14,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,619217053.331538,0,22,0,0,yes,1.000000
16,,296351780.189224,414410474.909825,0,10,0,0,yes,1.000000
15,,26205526.782636,35673942.518208,0,3,0,0,yes,1.000000
14,,12003992.311404,12883892.171006,0,6,0,0,yes,1.000000
13,,17863544.902068,21671403.835159,0,5,0,0,yes,1.000000
12,,705066430.688418,741007872.903470,0,11,0,0,yes,1.000000
11,,1003817025.933365,1006850576.566726,0,16,0,0,yes,1.000000
10,,1102896837.645510,1769402160.558798,0,18,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2343538115.701270,0,22,0,0,yes,1.000000
7,,752792545.536678,754702931.186800,0,9,0,0,yes,1.000000
6,,566484374.762822,648672265.186655,0,10,0,0,yes,1.000000
5,,1003389069.255157,1154124307.365816,0,15,0,0,yes,1.000000
4,,290422897.200464,337527758.186775,0,9,0,0,yes,1.000000
3,,1493331560.256336,1533069641.685796,0,17,0,0,yes,1.000000
2,,426394164.332597,588198328.234516,0,8,0,0,yes,1.000000
1,,222112856.130479,229382090.494629,0,6,0,0,yes,1.000000
