"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,59447267.696928,0,10,0,0,yes,1.000000
19,,205595432.137848,260339344.347059,0,11,0,0,yes,1.000000
18,,6912402.709697,27486471.071823,0,2,0,0,yes,1.000000
17,,454391920.707954,582319690.739507,0,24,0,0,yes,1.000000
16,,296351780.189224,440252036.902938,0,14,0,0,yes,1.000000
15,,26205526.782636,46538906.846314,0,5,0,0,yes,1.000000
14,,12003992.311404,13829700.879159,0,5,0,0,yes,1.000000
13,,17863544.902068,20493153.874477,0,4,0,0,yes,1.000000
12,,705066430.688418,712254234.411937,0,12,0,0,yes,1.000000
11,,1003817025.933365,1134105910.010323,0,15,0,0,yes,1.000000
10,,1102896837.645510,1518980702.072805,0,12,0,0,yes,1.000000
9,,12125270.957123,29656686.782476,0,5,0,0,yes,1.000000
8,,2340142025.314821,2781131943.909787,0,26,0,0,yes,1.000000
7,,752792545.536678,797554983.398295,0,9,0,0,yes,1.000000
6,,566484374.762822,970971574.950780,0,13,0,0,yes,1.000000
5,,1003389069.255157,1261485229.251395,0,14,0,0,yes,1.000000
4,,290422897.200464,963134312.457031,0,11,0,0,yes,1.000000
3,,1493331560.256336,1550430922.174349,0,21,0,0,yes,1.000000
2,,426394164.332597,573921889.022270,0,6,0,0,yes,1.000000
1,,222112856.130479,254574198.438596,0,6,0,0,yes,1.000000
