"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,51260034.189060,0,9,0,0,yes,1.000000
19,,205595432.137848,232738362.475259,0,12,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,674840605.033288,0,23,0,0,yes,1.000000
16,,296351780.189224,430793403.508280,0,13,0,0,yes,1.000000
15,,26205526.782636,35131727.550990,0,6,0,0,yes,1.000000
14,,12003992.311404,27880413.829521,0,5,0,0,yes,1.000000
13,,17863544.902068,26421365.631066,0,5,0,0,yes,1.000000
12,,705066430.688418,708932118.254811,0,13,0,0,yes,1.000000
11,,1003817025.933365,1159138218.459114,0,16,0,0,yes,1.000000
10,,1102896837.645510,1383830683.187828,0,15,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2484604212.421229,0,28,0,0,yes,1.000000
7,,752792545.536678,807809533.442212,0,10,0,0,yes,1.000000
6,,566484374.762822,793434130.819102,0,11,0,0,yes,1.000000
5,,1003389069.255157,1406064341.608022,0,14,0,0,yes,1.000000
4,,290422897.200464,531102481.856531,0,10,0,0,yes,1.000000
3,,1493331560.256336,1530937590.405860,0,19,0,0,yes,1.000000
2,,426394164.332597,607617779.042444,0,8,0,0,yes,1.000000
1,,222112856.130479,226253502.412533,0,5,0,0,yes,1.000000
