"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,106281561.950269,0,13,0,0,yes,1.000000
19,,205595432.137848,358246777.274218,0,15,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,884509144.634711,0,31,0,0,yes,1.000000
16,,296351780.189224,592907449.360081,0,16,0,0,yes,1.000000
15,,26205526.782636,51158870.186225,0,7,0,0,yes,1.000000
14,,12003992.311404,28126057.678395,0,9,0,0,yes,1.000000
13,,17863544.902068,19187447.591171,0,4,0,0,yes,1.000000
12,,705066430.688418,714245121.939520,0,12,0,0,yes,1.000000
11,,1003817025.933365,1684828543.812178,0,26,0,0,yes,1.000000
10,,1102896837.645510,1199019357.923711,0,13,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,3380723271.297405,0,34,0,0,yes,1.000000
7,,752792545.536678,774065504.646938,0,8,0,0,yes,1.000000
6,,566484374.762822,1145725071.280308,0,14,0,0,yes,1.000000
5,,1003389069.255157,1060316272.599269,0,11,0,0,yes,1.000000
4,,290422897.200464,530806730.426503,0,11,0,0,yes,1.000000
3,,1493331560.256336,1507143919.421728,0,23,0,0,yes,1.000000
2,,426394164.332597,531330589.267688,0,6,0,0,yes,1.000000
1,,222112856.130479,240898274.896763,0,6,0,0,yes,1.000000
