"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,102890407.946607,0,14,0,0,yes,1.000000
19,,205595432.137848,269467332.352658,0,11,0,0,yes,1.000000
18,,6912402.709697,15185179.406914,0,1,0,0,yes,1.000000
17,,454391920.707954,830853129.208074,0,27,0,0,yes,1.000000
16,,296351780.189224,732098586.845144,0,18,0,0,yes,1.000000
15,,26205526.782636,38100518.007751,0,5,0,0,yes,1.000000
14,,12003992.311404,18464677.904657,0,5,0,0,yes,1.000000
13,,17863544.902068,24232932.472153,0,4,0,0,yes,1.000000
12,,705066430.688418,719269601.150301,0,12,0,0,yes,1.000000
11,,1003817025.933365,1341130541.809645,0,25,0,0,yes,1.000000
10,,1102896837.645510,1384988720.788837,0,13,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2647734710.574451,0,29,0,0,yes,1.000000
7,,752792545.536678,759672255.988875,0,8,0,0,yes,1.000000
6,,566484374.762822,701040654.691219,0,11,0,0,yes,1.000000
5,,1003389069.255157,1623011887.107976,0,16,0,0,yes,1.000000
4,,290422897.200464,685964459.556241,0,11,0,0,yes,1.000000
3,,1493331560.256336,1564185037.241463,0,17,0,0,yes,1.000000
2,,426394164.332597,573921889.022270,0,6,0,0,yes,1.000000
1,,222112856.130479,246697118.121680,0,6,0,0,yes,1.000000
