"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,96168452.583900,0,14,0,0,yes,1.000000
19,,205595432.137848,234778215.424775,0,10,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,666389226.007699,0,30,0,0,yes,1.000000
16,,296351780.189224,649467495.662621,0,14,0,0,yes,1.000000
15,,26205526.782636,36513802.106328,0,4,0,0,yes,1.000000
14,,12003992.311404,24657074.959101,0,8,0,0,yes,1.000000
13,,17863544.902068,21630812.472951,0,4,0,0,yes,1.000000
12,,705066430.688418,727205452.478664,0,10,0,0,yes,1.000000
11,,1003817025.933365,1036852106.787047,0,17,0,0,yes,1.000000
10,,1102896837.645510,1195879546.170530,0,12,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,4066894489.216497,0,35,0,0,yes,1.000000
7,,752792545.536678,808534208.749333,0,8,0,0,yes,1.000000
6,,566484374.762822,806512506.221831,0,11,0,0,yes,1.000000
5,,1003389069.255157,1167156177.814617,0,12,0,0,yes,1.000000
4,,290422897.200464,308626921.460126,0,9,0,0,yes,1.000000
3,,1493331560.256336,1648227380.293135,0,20,0,0,yes,1.000000
2,,426394164.332597,529506433.138193,0,6,0,0,yes,1.000000
1,,222112856.130479,229382090.494629,0,6,0,0,yes,1.000000
