"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,65299671.332618,0,9,0,0,yes,1.000000
19,,205595432.137848,340209132.024750,0,15,0,0,yes,1.000000
18,,6912402.709697,29070686.284932,0,3,0,0,yes,1.000000
17,,454391920.707954,590322556.662015,0,22,0,0,yes,1.000000
16,,296351780.189224,535249637.577034,0,18,0,0,yes,1.000000
15,,26205526.782636,64301390.562714,0,7,0,0,yes,1.000000
14,,12003992.311404,29308480.655277,0,3,0,0,yes,1.000000
13,,17863544.902068,21078734.095727,0,5,0,0,yes,1.000000
12,,705066430.688418,708298217.646531,0,13,0,0,yes,1.000000
11,,1003817025.933365,1048789934.330002,0,19,0,0,yes,1.000000
10,,1102896837.645510,1222855599.979094,0,12,0,0,yes,1.000000
9,,12125270.957123,23408686.339155,0,5,0,0,yes,1.000000
8,,2340142025.314821,3024970991.699129,0,28,0,0,yes,1.000000
7,,752792545.536678,788914562.975958,0,11,0,0,yes,1.000000
6,,566484374.762822,1330714612.984986,0,16,0,0,yes,1.000000
5,,1003389069.255157,1106477290.439019,0,11,0,0,yes,1.000000
4,,290422897.200464,688210496.900426,0,14,0,0,yes,1.000000
3,,1493331560.256336,1503483855.785559,0,19,0,0,yes,1.000000
2,,426394164.332597,498584238.349350,0,6,0,0,yes,1.000000
1,,222112856.130479,228479017.075527,0,5,0,0,yes,1.000000
