"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,90810550.629968,0,14,0,0,yes,1.000000
19,,205595432.137848,358820592.399842,0,17,0,0,yes,1.000000
18,,6912402.709697,15185179.406914,0,1,0,0,yes,1.000000
17,,454391920.707954,638278202.937507,0,22,0,0,yes,1.000000
16,,296351780.189224,744459552.853636,0,20,0,0,yes,1.000000
15,,26205526.782636,33877979.991288,0,6,0,0,yes,1.000000
14,,12003992.311404,29227090.545351,0,5,0,0,yes,1.000000
13,,17863544.902068,18753687.727738,0,5,0,0,yes,1.000000
12,,705066430.688418,733375170.197475,0,9,0,0,yes,1.000000
11,,1003817025.933365,1366065804.944888,0,18,0,0,yes,1.000000
10,,1102896837.645510,1653013973.698471,0,17,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,3655207063.380656,0,33,0,0,yes,1.000000
7,,752792545.536678,760860152.411215,0,5,0,0,yes,1.000000
6,,566484374.762822,958639440.456765,0,13,0,0,yes,1.000000
5,,1003389069.255157,1129314900.875642,0,9,0,0,yes,1.000000
4,,290422897.200464,844172000.255925,0,16,0,0,yes,1.000000
3,,1493331560.256336,1510774237.733954,0,18,0,0,yes,1.000000
2,,426394164.332597,436295990.704321,0,6,0,0,yes,1.000000
1,,222112856.130479,226445144.036805,0,7,0,0,yes,1.000000
