"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,92245738.319369,0,10,0,0,yes,1.000000
19,,205595432.137848,475245411.318828,0,20,0,0,yes,1.000000
18,,6912402.709697,32128459.864319,0,4,0,0,yes,1.000000
17,,454391920.707954,708291591.404618,0,29,0,0,yes,1.000000
16,,296351780.189224,480221267.314051,0,14,0,0,yes,1.000000
15,,26205526.782636,39651034.252644,0,8,0,0,yes,1.000000
14,,12003992.311404,15790051.547276,0,7,0,0,yes,1.000000
13,,17863544.902068,19921252.166990,0,5,0,0,yes,1.000000
12,,705066430.688418,730989352.978904,0,13,0,0,yes,1.000000
11,,1003817025.933365,1041210924.665983,0,17,0,0,yes,1.000000
10,,1102896837.645510,1224036725.455818,0,15,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,3565121300.867712,0,31,0,0,yes,1.000000
7,,752792545.536678,790205666.802065,0,11,0,0,yes,1.000000
6,,566484374.762822,605428116.753968,0,10,0,0,yes,1.000000
5,,1003389069.255157,1018459607.349247,0,9,0,0,yes,1.000000
4,,290422897.200464,535872862.831009,0,12,0,0,yes,1.000000
3,,1493331560.256336,1583308665.688069,0,22,0,0,yes,1.000000
2,,426394164.332597,581944133.161806,0,7,0,0,yes,1.000000
1,,222112856.130479,231311666.848497,0,6,0,0,yes,1.000000
