"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,96482666.097782,0,15,0,0,yes,1.000000
19,,205595432.137848,253627317.741498,0,14,0,0,yes,1.000000
18,,6912402.709697,27486471.071823,0,2,0,0,yes,1.000000
17,,454391920.707954,674713825.097318,0,23,0,0,yes,1.000000
16,,296351780.189224,513818626.090221,0,14,0,0,yes,1.000000
15,,26205526.782636,39125764.211095,0,5,0,0,yes,1.000000
14,,12003992.311404,21739737.628758,0,5,0,0,yes,1.000000
13,,17863544.902068,26379290.232109,0,6,0,0,yes,1.000000
12,,705066430.688418,722677830.093957,0,11,0,0,yes,1.000000
11,,1003817025.933365,1325255546.090197,0,18,0,0,yes,1.000000
10,,1102896837.645510,1185271154.487482,0,14,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2517516690.660698,0,26,0,0,yes,1.000000
7,,752792545.536678,825339383.372905,0,8,0,0,yes,1.000000
6,,566484374.762822,640750252.737544,0,11,0,0,yes,1.000000
5,,1003389069.255157,1169262576.577994,0,14,0,0,yes,1.000000
4,,290422897.200464,681632645.089802,0,12,0,0,yes,1.000000
3,,1493331560.256336,1497480210.934093,0,21,0,0,yes,1.000000
2,,426394164.332597,581944133.161806,0,7,0,0,yes,1.000000
1,,222112856.130479,225750245.732335,0,7,0,0,yes,1.000000
