"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,88404930.897635,0,14,0,0,yes,1.000000
19,,205595432.137848,309644837.369851,0,16,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,602170736.622074,0,21,0,0,yes,1.000000
16,,296351780.189224,458180458.761459,0,14,0,0,yes,1.000000
15,,26205526.782636,37915250.346696,0,6,0,0,yes,1.000000
14,,12003992.311404,37465937.087274,0,7,0,0,yes,1.000000
13,,17863544.902068,22802241.395237,0,3,0,0,yes,1.000000
12,,705066430.688418,721170080.034143,0,12,0,0,yes,1.000000
11,,1003817025.933365,1531102436.868334,0,24,0,0,yes,1.000000
10,,1102896837.645510,1388971743.795625,0,15,0,0,yes,1.000000
9,,12125270.957123,28206578.031738,0,7,0,0,yes,1.000000
8,,2340142025.314821,3058447682.499954,0,30,0,0,yes,1.000000
7,,752792545.536678,782412260.284988,0,10,0,0,yes,1.000000
6,,566484374.762822,835092665.538535,0,10,0,0,yes,1.000000
5,,1003389069.255157,1089450642.510705,0,9,0,0,yes,1.000000
4,,290422897.200464,398433883.726259,0,10,0,0,yes,1.000000
3,,1493331560.256336,1590067580.380660,0,20,0,0,yes,1.000000
2,,426394164.332597,613837790.816449,0,8,0,0,yes,1.000000
1,,222112856.130479,247600637.890995,0,6,0,0,yes,1.000000
