"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,75320084.514171,0,12,0,0,yes,1.000000
19,,205595432.137848,303882186.848172,0,15,0,0,yes,1.000000
18,,6912402.709697,28537331.410347,0,3,0,0,yes,1.000000
17,,454391920.707954,510670275.170707,0,19,0,0,yes,1.000000
16,,296351780.189224,419490465.995555,0,10,0,0,yes,1.000000
15,,26205526.782636,58357557.167820,0,6,0,0,yes,1.000000
14,,12003992.311404,13390165.774711,0,4,0,0,yes,1.000000
13,,17863544.902068,19522608.515570,0,4,0,0,yes,1.000000
12,,705066430.688418,706481575.582324,0,10,0,0,yes,1.000000
11,,1003817025.933365,1657276719.751114,0,27,0,0,yes,1.000000
10,,1102896837.645510,1750297532.450789,0,17,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2447726492.333643,0,23,0,0,yes,1.000000
7,,752792545.536678,796989592.372131,0,8,0,0,yes,1.000000
6,,566484374.762822,682910449.365804,0,9,0,0,yes,1.000000
5,,1003389069.255157,1026947855.456576,0,13,0,0,yes,1.000000
4,,290422897.200464,337527758.186775,0,9,0,0,yes,1.000000
3,,1493331560.256336,1540520902.159171,0,16,0,0,yes,1.000000
2,,426394164.332597,582000240.224475,0,7,0,0,yes,1.000000
1,,222112856.130479,231977204.353132,0,7,0,0,yes,1.000000
