"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,49362905.407430,0,10,0,0,yes,1.000000
19,,205595432.137848,285683314.898531,0,15,0,0,yes,1.000000
18,,6912402.709697,12301291.664910,0,1,0,0,yes,1.000000
17,,454391920.707954,729637390.248288,0,29,0,0,yes,1.000000
16,,296351780.189224,391989058.418288,0,14,0,0,yes,1.000000
15,,26205526.782636,36939749.743460,0,5,0,0,yes,1.000000
14,,12003992.311404,14137471.841225,0,5,0,0,yes,1.000000
13,,17863544.902068,23440892.818161,0,6,0,0,yes,1.000000
12,,705066430.688418,715477825.047965,0,10,0,0,yes,1.000000
11,,1003817025.933365,1108784384.066900,0,16,0,0,yes,1.000000
10,,1102896837.645510,1274346824.174142,0,13,0,0,yes,1.000000
9,,12125270.957123,30729101.894549,0,7,0,0,yes,1.000000
8,,2340142025.314821,3321057095.933017,0,32,0,0,yes,1.000000
7,,752792545.536678,851740709.459539,0,8,0,0,yes,1.000000
6,,566484374.762822,1027323881.503226,0,13,0,0,yes,1.000000
5,,1003389069.255157,1064749450.204961,0,9,0,0,yes,1.000000
4,,290422897.200464,556604744.877414,0,11,0,0,yes,1.000000
3,,1493331560.256336,1598220123.974765,0,20,0,0,yes,1.000000
2,,426394164.332597,596340820.066928,0,9,0,0,yes,1.000000
1,,222112856.130479,237812608.289012,0,7,0,0,yes,1.000000
