"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,51828310.356084,0,8,0,0,yes,1.000000
19,,205595432.137848,497560903.862075,0,24,0,0,yes,1.000000
18,,6912402.709697,15185179.406914,0,1,0,0,yes,1.000000
17,,454391920.707954,481621934.014460,0,17,0,0,yes,1.000000
16,,296351780.189224,527869689.196359,0,16,0,0,yes,1.000000
15,,26205526.782636,39301052.403720,0,8,0,0,yes,1.000000
14,,12003992.311404,43645125.324059,0,7,0,0,yes,1.000000
13,,17863544.902068,28239645.402739,0,7,0,0,yes,1.000000
12,,705066430.688418,709148839.984331,0,14,0,0,yes,1.000000
11,,1003817025.933365,1153929528.835031,0,16,0,0,yes,1.000000
10,,1102896837.645510,1674107700.083990,0,18,0,0,yes,1.000000
9,,12125270.957123,30694016.906399,0,6,0,0,yes,1.000000
8,,2340142025.314821,2473362678.603393,0,19,0,0,yes,1.000000
7,,752792545.536678,798462997.589377,0,6,0,0,yes,1.000000
6,,566484374.762822,640210827.228586,0,8,0,0,yes,1.000000
5,,1003389069.255157,1268873400.427938,0,15,0,0,yes,1.000000
4,,290422897.200464,369177783.724186,0,10,0,0,yes,1.000000
3,,1493331560.256336,1495282250.743655,0,17,0,0,yes,1.000000
2,,426394164.332597,590165524.739002,0,9,0,0,yes,1.000000
1,,222112856.130479,222548874.050021,0,7,0,0,yes,1.000000
