"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,81.750000,82.000000,0,82,0,0,yes,1.000000
20,,47707603.081323,84352870.545896,0,8,0,0,yes,1.000000
19,,205595432.137848,267022108.237501,0,15,0,0,yes,1.000000
18,,6912402.709697,29070686.284932,0,3,0,0,yes,1.000000
17,,454391920.707954,513230678.409334,0,20,0,0,yes,1.000000
16,,296351780.189224,437992094.104094,0,17,0,0,yes,1.000000
15,,26205526.782636,45545889.841412,0,6,0,0,yes,1.000000
14,,12003992.311404,25808547.977186,0,6,0,0,yes,1.000000
13,,17863544.902068,26298336.182831,0,4,0,0,yes,1.000000
12,,705066430.688418,731097174.410382,0,13,0,0,yes,1.000000
11,,1003817025.933365,1061977307.594620,0,13,0,0,yes,1.000000
10,,1102896837.645510,1886550289.338417,0,19,0,0,yes,1.000000
9,,12125270.957123,22378849.608722,0,5,0,0,yes,1.000000
8,,2340142025.314821,2806349806.815289,0,27,0,0,yes,1.000000
7,,752792545.536678,813298523.869180,0,10,0,0,yes,1.000000
6,,566484374.762822,836204882.774609,0,11,0,0,yes,1.000000
5,,1003389069.255157,1090011552.481036,0,9,0,0,yes,1.000000
4,,290422897.200464,489375112.228179,0,12,0,0,yes,1.000000
3,,1493331560.256336,1498378803.630109,0,20,0,0,yes,1.000000
2,,426394164.332597,442550185.777031,0,7,0,0,yes,1.000000
1,,222112856.130479,233378318.579688,0,5,0,0,yes,1.000000
